,date,title,rating,genres,id
478,2011-04-27,Brows Held High,8.1,"('comedy',)",tt2012155
479,2011-02-18,Muscle Beach Then and Now,6.6,"('documentary',)",tt1189899
480,2011-01-23,Reagan,7.4,"('documentary', 'biography')",tt1822382
481,2011-08-01,Close Up,7.2,"('biography',)",tt2132638
482,2010-10-19,Decloaking the Invisible: Alien Terrain,7.8,"('short',)",tt1753680
483,2010-07-28,I Want Your Money,4.7,"('documentary',)",tt1560957
484,2000-05-11,Die großen Kriminalfälle,7.8,"('documentary',)",tt0791374
485,2010-05-04,Never Sleep Again: The Elm Street Legacy,8.7,"('documentary', 'horror')",tt1510985
486,2005-09-29,20 to 1,6.0,"('documentary',)",tt0800968
487,2010-04-01,Dexter Jackson: Unbreakable,6.8,"('documentary', 'sport')",tt1876295
488,2010-02-13,Card Subject to Change,6.7,"('documentary',)",tt0816362
489,2009-06-01,The Tonight Show with Conan O'Brien,8.0,"('comedy', 'music', 'talk-show')",tt0899126
490,1999-04-27,WWF SmackDown!,7.3,"('action', 'sport')",tt0227972
491,2009-09-24,Premio Donostia a Ian McKellen,9.2,"('short',)",tt1517235
492,2009-09-06,Capitalism: A Love Story,7.4,"('documentary', 'crime', 'news')",tt1232207
493,2009-09-01,Where Muscles Were Born,,"('drama',)",tt1511519
494,2009-07-16,Pop Galerie Reloaded,,"('documentary', 'music')",tt1464684
495,2009-05-25,Still Pumping,7.6,"('documentary', 'short')",tt1612809
496,2009-05-15,Farrah's Story,8.8,"('documentary',)",tt1437356
497,2009-04-14,WWE: Greatest Stars of the '90s,7.7,"('action', 'sport')",tt1393836
498,2009-02-10,How the Earth Was Made,7.9,"('documentary', 'history')",tt1591535
499,2006-11-16,Weltberühmt in Österreich - 50 Jahre Austropop,4.9,"('documentary',)",tt1600739
500,2008-11-25,All Jacked Up,6.9,"('documentary',)",tt0953300
501,2001-07-15,Insiders,7.6,"('talk-show',)",tt0949791
502,2008-10-25,Secrets of Body Language,6.9,"('documentary',)",tt1833076
503,1983-01-17,Frontline,8.5,"('documentary',)",tt0133302
504,2008-08-02,The Burning Season,7.0,"('documentary',)",tt1321813
505,2008-06-16,Just In with Laura Ingraham,3.5,"('news', 'talk-show')",tt1249227
506,2008-06-23,I Love the New Millennium,7.4,"('comedy',)",tt1137430
507,2008-03-26,1 quart de 3,6.3,(),tt1209389
508,2008-04-08,Killer at Large,7.2,"('documentary',)",tt0903660
509,2008-04-07,5 Second Movies,6.8,"('comedy',)",tt1566050
510,2008-03-25,Mike Douglas: Moments & Memories,9.5,"('talk-show',)",tt1687250
511,1969-09-13,Ajankohtainen kakkonen,6.3,"('news',)",tt0403723
512,1981-02-14,"Wetten, dass..?",5.8,"('comedy', 'game-show', 'music')",tt0081961
513,2005-04-17,THS Investigates,6.6,"('documentary',)",tt0460950
514,2007-11-18,The Blair Years,6.3,"('documentary',)",tt1145490
515,1990-09-28,Have I Got News for You,8.0,"('comedy', 'game-show', 'news')",tt0098820
516,1995-01-01,Modern Marvels,8.1,"('documentary', 'history')",tt0199248
517,2007-10-17,Maquillando entre monstruos,6.4,"('documentary',)",tt1127850
518,2007-09-18,Commando: Pure Action,6.1,"('documentary',)",tt1148245
519,2007-09-18,Commando: Let Off Some Steam,6.2,"('documentary',)",tt1148244
520,2007-07-22,Arnold Schwarzenegger: 'I'll Be Back',6.5,"('documentary',)",tt1062371
521,2005-10-17,The Colbert Report,8.4,"('comedy', 'news', 'talk-show')",tt0458254
522,2007-04-10,Fernsehkritik TV,7.7,"('news',)",tt3594262
523,2007-05-19,The 11th Hour,7.3,"('documentary',)",tt0492931
524,2007-03-15,Ein Leben wie im Flug,5.7,"('biography',)",tt1013918
525,2007-03-01,Global Warming: Our Searing Earth,,"('documentary',)",tt1708474
526,2006-11-25,Sledstvie veli...,7.8,"('documentary', 'crime', 'reality-tv')",tt4573370
527,2007-02-01,Falco lebt!,,"('documentary', 'music')",tt2298325
528,1972-09-11,Canada A.M.,5.9,"('news',)",tt0341708
529,2006-10-25,Running with Arnold,4.4,"('documentary',)",tt0386757
530,2006-10-05,RoboCop vs Terminator,6.4,"('short', 'action', 'sci-fi')",tt1562419
531,2006-03-19,Hollywood Science,7.1,"('documentary',)",tt0816381
532,2006-09-14,...So Goes the Nation,6.6,"('documentary',)",tt0432337
533,2006-07-09,I Love the '70s: Volume 2,7.7,"('comedy',)",tt0830356
534,2006-06-14,A/k/a Tommy Chong,7.3,"('documentary',)",tt0478090
535,2006-05-19,Boffo! Tinseltown's Bombs and Blockbusters,6.4,"('documentary',)",tt0805497
536,1992-11-25,Ten News at Five (Melbourne),,"('news',)",tt2105968
537,2006-04-14,Arnold Schwarzenegger: Made in Britain,,"('documentary',)",tt1633290
538,2001-07-14,The Worst First Date Ever. Period,6.9,"('animation', 'comedy', 'family', 'romance')",tt1035889
539,2006-01-23,Who Killed the Electric Car?,7.7,"('documentary',)",tt0489037
540,,Taff,2.6,"('news', 'talk-show')",tt0355143
541,2005-11-10,California and the American Dream,,"('documentary', 'history')",tt0831375
542,2005-10-18,Shadows of the Bat: The Cinematic Saga of the Dark Knight - Batman Unbound,5.9,"('documentary', 'short')",tt0486908
543,2005-05-24,"Manolito Espinberg, une vie de cinéma",5.1,"('short', 'comedy')",tt0457056
544,2005-04-22,Enron: The Smartest Guys in the Room,7.6,"('documentary', 'biography', 'history')",tt1016268
545,2005-03-25,Martial Law 9/11: Rise of the Police State,7.1,"('documentary', 'war')",tt0462415
546,2005-03-29,AC/DC: Family Jewels,8.5,"('music',)",tt0476635
547,2005-01-25,This Revolution,5.4,"('drama', 'romance', 'thriller', 'war')",tt0423370
548,1999-08-09,Independent Lens,7.9,"('documentary',)",tt0486531
549,2005-01-17,I Love the '90s: Part Deux,7.8,"('comedy', 'documentary')",tt0441716
550,2004-11-25,A Stuntman for All Seasons: A Tribute to Bennie Dobbins,6.3,"('documentary', 'short')",tt0416242
551,2004-11-25,East Meets West: 'Red Heat' and the Kings of Carolco,5.2,"('documentary', 'short')",tt0415773
552,1987-04-06,Biography,7.8,"('documentary', 'biography')",tt0092322
553,2004-12-12,Last Laugh '04,4.7,"('comedy',)",tt0437932
554,2002-10-17,Sendung ohne Namen,8.2,"('documentary', 'comedy', 'news')",tt0892644
555,2004-11-14,Retrosexual: The 80's,5.1,"('documentary',)",tt0435578
556,2004-09-26,101 Most Unforgettable SNL Moments,5.1,"('documentary', 'comedy')",tt0426384
557,2004-09-14,Rated 'R': Republicans in Hollywood,4.9,"('documentary',)",tt0425390
558,2004-08-24,Terminator 3: Redemption,7.0,"('action', 'adventure', 'sci-fi', 'thriller')",tt0402527
559,2004-06-01,WWE Hall of Fame 2004,7.8,"('sport',)",tt0417250
560,2004-03-02,101 Biggest Celebrity Oops,4.1,"('documentary', 'comedy')",tt0402720
561,2003-06-04,Celebrities Uncensored,4.9,"('reality-tv',)",tt0403738
562,,The Screen Savers,8.6,"('talk-show',)",tt0240295
563,2003-12-27,TV 2 003 - Året i ord og billeder,4.0,"('documentary',)",tt0486490
564,2003-12-27,Året der gik 2003,4.5,"('music', 'news')",tt0388560
565,2003-12-25,Starring - Taina Elg,6.4,"('documentary', 'biography')",tt0391469
566,2003-12-07,The Award Show Awards Show,4.8,"('documentary',)",tt0397037
567,2003-11-11,Christmas from Hollywood,7.5,"('documentary', 'family')",tt0447615
568,1996-09-25,Le vrai journal,5.0,"('documentary', 'comedy')",tt0295138
569,2001-09-06,"Campus, le magazine de l'écrit",6.2,"('documentary',)",tt0364154
570,2003-09-23,Sex at 24 Frames Per Second,6.3,"('documentary',)",tt0383630
571,1996-11-25,E! True Hollywood Story,6.6,"('documentary', 'biography')",tt0463399
572,2002-02-10,Playboy: Inside the Playboy Mansion,4.4,"('documentary',)",tt0355570
573,,El informal,7.5,"('comedy', 'news')",tt0267189
574,2001-06-19,Dr. Dolittle 2,4.7,"('comedy', 'family', 'fantasy')",tt0240462
575,,"Kino kolossal - Herkules, Maciste & Co",5.3,"('documentary',)",tt0317836
576,1999-11-25,"Tough Guise: Violence, Media & the Crisis in Masculinity",7.2,"('documentary',)",tt1139643
577,1999-10-25,Biography of the Millennium: 100 People - 1000 Years,7.1,"('documentary', 'biography', 'history')",tt0396288
578,1998-11-25,... y otras mujeres de armas tomar,7.7,"('documentary', 'biography')",tt1355540
579,1998-11-25,Femmes Fatales: Sharon Stone,4.0,"('documentary', 'biography')",tt0787466
580,1998-11-25,Sauna-Report Deutschland - Die nackte Lust am Schwitzen,4.5,"('documentary', 'sport')",tt0380688
581,,Falco - Hoch wie nie,5.6,(),tt0365180
582,1998-02-13,Sharon Stone - Una mujer de 100 caras,7.6,"('documentary', 'biography')",tt1355595
583,1990-11-25,Tohuwabohu,7.6,"('comedy',)",tt0114686
584,,Before They Were Famous,5.9,"('comedy',)",tt0118267
585,1996-11-23,Bob Hope: Laughing with the Presidents,7.6,"('comedy', 'documentary')",tt0115720
586,1996-04-21,The Universal Story,7.3,"('documentary',)",tt0114793
587,,Empire of the Censors,8.1,"('documentary',)",tt0294070
588,1995-04-28,True Lies,7.2,"('action',)",tt0423412
589,1994-11-25,"Arnold, the Man Behind the Muscle",,"('documentary',)",tt5231732
590,1993-09-03,Full Disclosure Network,,"('news', 'history', 'crime', 'reality-tv', 'talk-show')",tt3885660
591,1993-01-06,Fame in the Twentieth Century,8.0,"('documentary',)",tt0128875
592,1992-11-01,Saturday Night Live: Presidential Bash,6.4,"('comedy',)",tt0424406
593,1962-10-01,The Tonight Show Starring Johnny Carson,8.4,"('comedy', 'talk-show')",tt0055708
594,1992-05-22,Encino Man,5.8,"('comedy',)",tt0104187
595,1982-11-25,Not Necessarily the News,7.4,"('comedy',)",tt0085065
596,1989-04-29,Off Your Duff,,"('documentary',)",tt0772188
597,1975-10-11,Saturday Night Live,8.1,"('comedy', 'music')",tt0072562
598,1984-10-04,Hollywood '84,5.8,"('documentary',)",tt3028002
599,1981-10-11,"Margret Dünser, auf der Suche nach den Besonderen",8.2,"('documentary',)",tt0355749
600,2001-10-19,Hollywood Rivals,4.7,"('biography',)",tt8259862
601,2015-03-16,Wogan: The Best Of,,"('talk-show',)",tt4528870
602,,Outrider,,"('western',)",tt7974256
603,,Triplets,,"('comedy',)",tt2334867
604,2007-05-14,Episode dated 14 May 2007,,"('comedy', 'drama', 'romance')",tt1040891
605,,Kung Fury 2,,"('action', 'comedy', 'crime', 'sci-fi')",tt5765844
606,2019-10-23,Terminator: Dark Fate,6.5,"('action', 'adventure', 'sci-fi')",tt6450804
607,2019-08-16,Viy 2,4.7,"('action', 'adventure', 'fantasy')",tt6218010
608,2007-09-20,Episode #1.54,,"('drama',)",tt1092238
609,2017-09-22,Killing Gunther,4.7,"('action', 'comedy', 'thriller')",tt5689068
610,2017-04-06,Aftermath,5.7,"('drama', 'thriller')",tt4581576
611,2015-06-22,Terminator Genisys: The YouTube Chronicles,5.0,"('action', 'comedy', 'sci-fi')",tt4824394
612,2010-09-26,Epic Rap Battles of History,8.2,"('short', 'comedy', 'history', 'music')",tt2039625
613,2015-06-21,Terminator Genisys,6.4,"('action', 'adventure', 'sci-fi')",tt1340138
614,2015-04-22,Maggie,5.6,"('drama', 'horror')",tt1881002
615,2003-09-22,Two and a Half Men,7.0,"('comedy', 'romance')",tt0369179
616,2014-11-25,Sabotage: Deleted Scenes,6.9,"('short', 'action')",tt8935206
617,2014-11-25,Sabotage: Alternate Endings:,6.4,"('short', 'action')",tt8935200
618,2014-08-04,The Expendables 3,6.1,"('action', 'adventure', 'thriller')",tt2333784
619,2014-04-10,Family Guy: The Quest for Stuff,5.9,"('adventure', 'comedy')",tt4916238
620,2014-03-19,Sabotage,5.7,"('action', 'crime', 'drama', 'thriller', 'western')",tt1742334
621,2014-01-31,Bud Light: Ian Up for Whatever,5.4,"('short', 'comedy')",tt8290264
622,2013-07-18,Escape Plan,6.7,"('action', 'thriller')",tt1211956
623,2013-01-12,The Last Stand,6.3,"('action', 'thriller', 'western')",tt1549920
624,2012-08-08,The Expendables 2,6.6,"('action', 'adventure', 'thriller')",tt1764651
625,2010-08-03,The Expendables,6.5,"('action', 'adventure', 'thriller')",tt1320253
626,2005-12-02,The Kid & I,5.3,"('comedy',)",tt0416891
627,2004-06-13,Around the World in 80 Days,5.9,"('action', 'adventure', 'comedy', 'family', 'western')",tt0327437
628,2003-11-25,Terminator 3: Rise of the Machines,6.3,"('action', 'adventure', 'crime', 'fantasy', 'sci-fi', 'thriller')",tt0364056
629,2003-09-22,The Rundown,6.7,"('action', 'adventure', 'comedy', 'thriller')",tt0327850
630,2003-06-30,Terminator 3: Rise of the Machines,6.3,"('action', 'sci-fi')",tt0181852
631,2002-09-02,Liberty's Kids: Est. 1776,7.9,"('animation', 'adventure', 'drama', 'family', 'history', 'mystery')",tt0337550
632,2002-02-04,Collateral Damage,5.5,"('action', 'drama', 'thriller')",tt0233469
633,2000-10-28,The 6th Day,5.9,"('action', 'mystery', 'sci-fi', 'thriller')",tt0216216
634,2000-09-25,Bon Jovi: Say It Isn't So,7.0,"('short', 'music')",tt7043958
635,1999-11-16,End of Days,5.8,"('action', 'fantasy', 'horror', 'thriller')",tt0146675
636,1997-11-25,Batman & Robin,3.7,"('action', 'sci-fi')",tt0118688
637,1996-11-16,Jingle All the Way,5.6,"('comedy', 'family')",tt0116705
638,1996-06-11,Eraser,6.1,"('action', 'drama', 'thriller')",tt0116213
639,1996-04-27,T2 3-D: Battle Across Time,7.7,"('short', 'action', 'sci-fi')",tt0117880
640,1994-11-14,Junior,4.6,"('comedy', 'romance', 'sci-fi')",tt0110216
641,1994-07-12,True Lies,7.2,"('action', 'comedy', 'thriller')",tt0111503
642,1993-08-23,Beretta's Island,2.7,"('action', 'adventure', 'crime', 'thriller')",tt0138322
643,1993-06-13,Last Action Hero,6.4,"('action', 'adventure', 'comedy', 'fantasy')",tt0107362
644,1993-05-24,AC/DC: Big Gun,7.8,"('short', 'music')",tt8673008
645,1993-11-25,Dave,6.8,"('comedy', 'romance')",tt0106673
646,1992-12-26,Lincoln,6.8,"('biography', 'history')",tt0104732
647,1992-04-13,Christmas in Connecticut,4.8,"('comedy', 'romance')",tt0103961
648,1991-11-25,Nissin Cup Noodle: Arnold Schwarzenegger,5.6,"('short', 'comedy')",tt8721720
649,1991-11-25,Guns N' Roses: You Could Be Mine,7.9,"('short', 'music')",tt5707430
650,1991-11-25,Terminator 2: The Arcade Game,7.6,"('action', 'sci-fi', 'thriller')",tt0301927
651,1991-07-01,Terminator 2: Judgment Day,8.5,"('action', 'sci-fi')",tt0103064
652,1990-11-25,Nissin Cup Noodle: Arnold Schwarzenegger 'Noodle Man',5.6,"('short', 'comedy')",tt8721718
653,1990-11-25,Kindergarten Cop,6.1,"('comedy', 'crime')",tt0099938
654,1990-05-31,Total Recall,7.5,"('action', 'sci-fi', 'thriller')",tt0100802
655,1989-06-10,Tales from the Crypt,8.0,"('comedy', 'crime', 'fantasy', 'horror', 'thriller')",tt0096708
656,1988-12-08,Twins,6.1,"('comedy', 'crime')",tt0096320
657,1988-06-14,Red Heat,6.1,"('action', 'comedy', 'crime', 'thriller')",tt0095963
658,1987-11-13,The Running Man,6.7,"('action', 'sci-fi', 'thriller')",tt0093894
659,1987-11-25,Predator,7.8,"('action', 'adventure', 'sci-fi', 'thriller')",tt0093773
660,1986-06-06,Raw Deal,5.6,"('action', 'crime', 'thriller')",tt0091828
661,1986-01-17,Stop the Madness,5.3,"('short', 'music')",tt8571360
662,1985-10-04,Commando,6.7,"('action', 'adventure', 'thriller')",tt0088944
663,1985-07-03,Red Sonja,5.1,"('action', 'adventure', 'fantasy')",tt0089893
664,1984-10-26,The Terminator,8.0,"('action', 'sci-fi')",tt0088247
665,1984-06-29,Conan the Destroyer,5.9,"('action', 'adventure', 'fantasy')",tt0087078
666,1982-04-02,Conan the Barbarian,6.9,"('action', 'adventure', 'fantasy')",tt0082198
667,1980-10-29,The Jayne Mansfield Story,5.2,"('biography', 'drama')",tt0080947
668,1979-12-21,Scavenger Hunt,6.0,"('comedy',)",tt0079858
669,1979-11-25,The Villain,5.4,"('comedy', 'western')",tt0080097
670,1977-09-19,The San Pedro Beach Bums,6.4,"('comedy',)",tt0075575
671,1972-09-16,The Streets of San Francisco,7.3,"('action', 'crime', 'drama', 'mystery')",tt0068135
672,1976-04-25,Stay Hungry,5.6,"('comedy', 'drama')",tt0075268
673,1974-11-19,Happy Anniversary and Goodbye,5.8,"('comedy',)",tt0438076
674,1973-03-07,The Long Goodbye,7.6,"('comedy', 'crime', 'drama', 'mystery', 'thriller')",tt0070334
675,1970-02-25,Hercules in New York,3.3,"('adventure', 'family', 'fantasy')",tt0065832
676,,Pump,,"('drama',)",tt5908456
677,,The Legend of Conan,,"('action', 'adventure', 'fantasy')",tt2479722
678,,Outrider,,"('western',)",tt7974256
679,2007-05-14,Episode dated 14 May 2007,,"('comedy', 'drama', 'romance')",tt1040891
680,2019-08-16,Viy 2,4.7,"('action', 'adventure', 'fantasy')",tt6218010
681,2018-01-19,The Game Changers,8.2,"('documentary',)",tt7455754
682,2017-05-20,Wonders of the Sea 3D,6.4,"('documentary',)",tt5495792
683,2017-09-22,Killing Gunther,4.7,"('action', 'comedy', 'thriller')",tt5689068
684,2017-04-06,Aftermath,5.7,"('drama', 'thriller')",tt4581576
685,2004-01-08,The Apprentice,5.0,"('game-show', 'reality-tv')",tt0364782
686,2014-04-13,Years of Living Dangerously,8.5,"('documentary',)",tt2963070
687,2015-04-22,Maggie,5.6,"('drama', 'horror')",tt1881002
688,2000-10-28,The 6th Day,5.9,"('action', 'mystery', 'sci-fi', 'thriller')",tt0216216
689,1993-06-13,Last Action Hero,6.4,"('action', 'adventure', 'comedy', 'fantasy')",tt0107362
690,,Pump,,"('drama',)",tt5908456
691,2017-09-22,Killing Gunther,4.7,"('action', 'comedy', 'thriller')",tt5689068
692,2016-09-09,Mardi Gras: Spring Break,9.5,"('short', 'comedy', 'music')",tt6044572
693,2016-08-23,Donald Little Hands,2.8,"('short', 'comedy')",tt5994358
694,2016-08-16,Walking After You,4.8,"('short', 'crime', 'drama', 'horror', 'thriller')",tt5980720
695,2012-06-01,Railroader,7.9,"('drama', 'sci-fi')",tt2210198
696,2009-12-12,Salmagundi,8.7,"('documentary', 'short', 'history', 'news')",tt1479799
697,2009-07-03,Kambakkht Ishq,3.8,"('action', 'comedy', 'romance')",tt1144804
698,2004-09-18,Study Hall,6.6,"('short', 'comedy')",tt0461591
699,,Raw Iron: The Making of 'Pumping Iron',7.3,"('documentary',)",tt0369866
700,2002-11-15,Iron and Beyond,6.6,"('documentary', 'short', 'biography')",tt0431836
701,2001-11-20,Dirty Harry: The Original,6.8,"('documentary', 'short')",tt0357603
702,2001-03-19,Other Voices: Creating 'The Terminator',7.3,"('documentary', 'sci-fi')",tt0365601
703,2001-07-24,The 6th Day: The Future Is Coming,6.2,"('documentary', 'short')",tt3309504
704,1996-11-25,Cigars!: The New Rage!,,"('documentary',)",tt5735920
705,1995-11-25,The Crypt Keeper Presents: A Spine-Tingling Look at Tales from the Crypt,,"('documentary', 'short', 'comedy', 'horror')",tt5119782
706,2001-03-19,The Making of 'The Terminator': A Retrospective,6.5,"('documentary', 'short')",tt0365473
707,1992-05-22,Encino Man,5.8,"('comedy',)",tt0104187
708,1992-04-13,Christmas in Connecticut,4.8,"('comedy', 'romance')",tt0103961
709,1989-06-10,Tales from the Crypt,8.0,"('comedy', 'crime', 'fantasy', 'horror', 'thriller')",tt0096708
